Week_9/,16,The_Monty_Hall_Problem,25362
Week_9/,16,More_on_the_Monty_Hall_Problem,14545
Week_9/,16,Fun_Clip_from_the_movie_21,4431
Week_10/,17,Errors_in_Experimental_Observations,37519
Week_10/,17,Curve_Fitting_Finding_a_Model_That_Fits_the_Observations,32203
Week_10/,17,_Goodness_of_Fit,32201
Week_10/,17,Understanding_Experimental_Data,30707
Week_10/,17,Which_Curve_Should_We_Pick_,23675
Week_10/,17,Using_a_Model_for_Predictions,20868
Week_11/,18,Introduction_to_Optimization_Problems,34105
Week_11/,18,Finding_the_Optimal_Solution,27276
Week_11/,18,Expected_Run_Times,19811
Week_11/,18,The_Greedy_Algorithm,19641
Week_11/,18,0_1_Knapsack_Problem,19484
Week_11/,19,Graph_Implementation,43210
Week_11/,19,Depth-First_Search,30400
Week_11/,19,Graph_Introduction,27879
Week_11/,19,Simple_Depth-First_Search,25450
Week_11/,19,Breadth-First_Search,23924
Week_11/,19,Shortest-Path_Depth-First_Search,20302
Week_11/,19,Weighted_Graphs,18955
Week_12/,20,Implicit_Graph_Implementation,39561
Week_12/,20,Maximal_Clique_Solution,26530
Week_12/,20,Implicit_Graph_Search,20984
Week_12/,20,Maximal_Cliques,16094
Week_12/,21,Memoization,30215
Week_12/,21,Another_Look_At_Optimization_Problems,27022
Week_12/,21,Finding_Line_Breaks,18785
Week_12/,21,Sequence_Alignment,18481
Week_12/,21,video_0_1_Knapsack_Problem_8cd6433229ba,17099
Week_12/,21,video_0_1_Knapsack_Problem_6a318274b3dd,8154
Week_13/,22,Data_Enhancement,19066
Week_13/,22,Misusing_Statistics,16326
Week_13/,22,Garbage_In_Garbage_Out,15429
Week_13/,23,Computation_and_Medicine,15406
Week_13/,23,3D_Computer_Graphics,10656
Week_13/,23,Randomness_in_Computation,9690
Week_13/,23,Column_Oriented_Database,9310
Week_13/,23,Programming_a_Robot,8047
Week_13/,23,Introduction,6748
